Index,Metric,Value
1,Recall@1,0.7666666666666667
2,Recall@3,0.8
3,Recall@5,0.8
4,Recall@10,0.9
5,Mean Rank,4.2
6,Normalised Similarity,0.9749279115945784
7,Margin of Discrimination,0.11447610943545898
8,Average Confidence,0.8130476297029273
9,MRR,0.8029861111111111
