Index,Metric,Value
1,Recall@1,0.0
2,Recall@3,0.0
3,Recall@5,0.0
4,Recall@10,0.0
5,Mean Rank,509.5
6,Normalised Similarity,0.6691919191919193
7,Margin of Discrimination,0.0
8,Average Confidence,0.38809121621621623
9,MRR,0.0021027825239993726
