Index,Metric,Value
1,Recall@1,0.8666666666666667
2,Recall@3,0.9
3,Recall@5,0.9333333333333333
4,Recall@10,0.9666666666666667
5,Mean Rank,1.7
6,Normalised Similarity,0.9931319776714512
7,Margin of Discrimination,0.15127086242217821
8,Average Confidence,0.8442562578510218
9,MRR,0.8988636363636363
