Index,Metric,Value
1,Recall@1,0.36666666666666664
2,Recall@3,0.4666666666666667
3,Recall@5,0.4666666666666667
4,Recall@10,0.5666666666666667
5,Mean Rank,91.06666666666666
6,Normalised Similarity,0.9082165383635972
7,Margin of Discrimination,0.03766682418029165
8,Average Confidence,0.6553286102541344
9,MRR,0.4320305690197311
