Index,Metric,Value
1,Recall@1,0.9666666666666667
2,Recall@3,0.9666666666666667
3,Recall@5,0.9666666666666667
4,Recall@10,0.9666666666666667
5,Mean Rank,1.8666666666666667
6,Normalised Similarity,0.9948717948717949
7,Margin of Discrimination,0.22499086753646583
8,Average Confidence,0.9473400981505612
9,MRR,0.9679012345679012
