Index,Metric,Value
1,Recall@1,0.4666666666666667
2,Recall@3,0.6333333333333333
3,Recall@5,0.7333333333333333
4,Recall@10,0.8
5,Mean Rank,21.066666666666666
6,Normalised Similarity,0.9414405964405964
7,Margin of Discrimination,0.05402056277056276
8,Average Confidence,0.8358549783549785
9,MRR,0.5864872268095119
