Index,Metric,Value
1,Recall@1,0.03333333333333333
2,Recall@3,0.03333333333333333
3,Recall@5,0.03333333333333333
4,Recall@10,0.06666666666666667
5,Mean Rank,256.6666666666667
6,Normalised Similarity,0.7483442483442483
7,Margin of Discrimination,0.0007936507936507935
8,Average Confidence,0.5625708550708551
9,MRR,0.05008655270116104
