Index,Metric,Value
1,Recall@1,0.1
2,Recall@3,0.23333333333333334
3,Recall@5,0.26666666666666666
4,Recall@10,0.3
5,Mean Rank,88.1
6,Normalised Similarity,0.8673196248196249
7,Margin of Discrimination,0.006686507936507936
8,Average Confidence,0.7031394531394531
9,MRR,0.19333682929904056
