Index,Metric,Value
1,Recall@1,0.4
2,Recall@3,0.5666666666666667
3,Recall@5,0.6
4,Recall@10,0.7333333333333333
5,Mean Rank,17.433333333333334
6,Normalised Similarity,0.9446188996188998
7,Margin of Discrimination,0.04100589225589226
8,Average Confidence,0.8216703666703666
9,MRR,0.5091143718841257
