Index,Metric,Value
1,Recall@1,0.9666666666666667
2,Recall@3,1.0
3,Recall@5,1.0
4,Recall@10,1.0
5,Mean Rank,1.0333333333333334
6,Normalised Similarity,1.0
7,Margin of Discrimination,0.19005503941026897
8,Average Confidence,0.9376529836679925
9,MRR,0.9833333333333333
