Index,Metric,Value
1,Recall@1,0.1111111111111111
2,Recall@3,0.3333333333333333
3,Recall@5,0.5555555555555556
4,Recall@10,1.0
5,Mean Rank,5.0
6,Normalised Similarity,1.8967206120714895
7,Margin of Error,0.4137931034482758
8,Average Confidence,1.0
9,MRR,0.31432980599647264
