Index,Metric,Value
1,Recall@1,0.0
2,Recall@3,0.0
3,Recall@5,0.0
4,Recall@10,0.03333333333333333
5,Mean Rank,410.9
6,Normalised Similarity,0.6415295815295815
7,Margin of Discrimination,0.0
8,Average Confidence,0.47426897176897176
9,MRR,0.012132262145270429
