Index,Metric,Value
1,Recall@1,0.7666666666666667
2,Recall@3,0.8333333333333334
3,Recall@5,0.8333333333333334
4,Recall@10,0.9
5,Mean Rank,3.466666666666667
6,Normalised Similarity,0.9795477398418575
7,Margin of Discrimination,0.13683084758852018
8,Average Confidence,0.8012600586369488
9,MRR,0.8097799422799422
