Index,Metric,Value
1,Recall@1,0.26666666666666666
2,Recall@3,0.3333333333333333
3,Recall@5,0.36666666666666664
4,Recall@10,0.5
5,Mean Rank,38.9
6,Normalised Similarity,0.8942116217116218
7,Margin of Discrimination,0.042123015873015875
8,Average Confidence,0.7801316738816737
9,MRR,0.33750640879118415
