Index,Query Length,Stride Length,Margin of Error
1,13.0,1.0,0.2434715985532044
2,12.0,1.0,0.2253362555356431
3,11.0,1.0,0.2145419957965388
4,10.0,1.0,0.1980606293144992
5,9.0,1.0,0.1759300888596554
6,8.0,1.0,0.1483661463808522
7,7.0,1.0,0.11502923002923
8,6.0,1.0,0.0902618677618677
9,5.0,1.0,0.0544925444925444
