Index,Metric,Value
1,Recall@1,0.23333333333333334
2,Recall@3,0.36666666666666664
3,Recall@5,0.36666666666666664
4,Recall@10,0.43333333333333335
5,Mean Rank,36.666666666666664
6,Normalised Similarity,0.8940933140933142
7,Margin of Discrimination,0.019696738446738436
8,Average Confidence,0.7712453749953749
9,MRR,0.31293515081056683
