Index,Metric,Value
1,Recall@1,0.2
2,Recall@3,0.4
3,Recall@5,0.4666666666666667
4,Recall@10,0.5666666666666667
5,Mean Rank,37.6
6,Normalised Similarity,0.8927284752284752
7,Margin of Discrimination,0.020878612128612126
8,Average Confidence,0.7809526584526584
9,MRR,0.3174268830527467
