Index,Metric,Value
1,Recall@1,0.3333333333333333
2,Recall@3,0.6
3,Recall@5,0.6666666666666666
4,Recall@10,0.7
5,Mean Rank,25.266666666666666
6,Normalised Similarity,0.9316911791911792
7,Margin of Discrimination,0.03923280423280422
8,Average Confidence,0.8152647815147814
9,MRR,0.4707078886270078
