Index,Metric,Value
1,Recall@1,0.5666666666666667
2,Recall@3,0.6666666666666666
3,Recall@5,0.7333333333333333
4,Recall@10,0.8
5,Mean Rank,15.033333333333333
6,Normalised Similarity,0.9600669700669702
7,Margin of Discrimination,0.06889565295815296
8,Average Confidence,0.894172632922633
9,MRR,0.6388156581565002
