Index,Metric,Value
1,Recall@1,0.13333333333333333
2,Recall@3,0.13333333333333333
3,Recall@5,0.2
4,Recall@10,0.3
5,Mean Rank,107.0
6,Normalised Similarity,0.8601363451363453
7,Margin of Discrimination,0.007500000000000002
8,Average Confidence,0.692442094942095
9,MRR,0.17983443117661074
