Index,Metric,Value
1,Recall@1,0.06666666666666667
2,Recall@3,0.1
3,Recall@5,0.1
4,Recall@10,0.2
5,Mean Rank,140.96666666666667
6,Normalised Similarity,0.8045574795574795
7,Margin of Discrimination,0.007326007326007325
8,Average Confidence,0.6329310504310506
9,MRR,0.10636485992875304
