Index,Metric,Value
1,Recall@1,0.6
2,Recall@3,0.7333333333333333
3,Recall@5,0.8
4,Recall@10,0.8
5,Mean Rank,11.4
6,Normalised Similarity,0.9450913900913901
7,Margin of Discrimination,0.08219396344396343
8,Average Confidence,0.8948614348614349
9,MRR,0.684013163781205
