Index,Metric,Value
1,Recall@1,0.16666666666666666
2,Recall@3,0.3
3,Recall@5,0.3
4,Recall@10,0.4
5,Mean Rank,59.36666666666667
6,Normalised Similarity,0.8950260850260853
7,Margin of Discrimination,0.022328042328042322
8,Average Confidence,0.7359867909867911
9,MRR,0.2556449388492766
