Index,Metric,Value
1,Recall@1,0.5
2,Recall@3,0.7
3,Recall@5,0.7333333333333333
4,Recall@10,0.7333333333333333
5,Mean Rank,17.366666666666667
6,Normalised Similarity,0.9485995485995488
7,Margin of Discrimination,0.05718584656084656
8,Average Confidence,0.8565896603396604
9,MRR,0.6131906460901468
