Index,Query Length,Stride Length,Mean Rank
1,5.0,1.0,35.233333333333334
2,6.0,1.0,17.066666666666666
3,7.0,1.0,11.533333333333331
4,8.0,1.0,4.7
5,9.0,1.0,2.333333333333333
6,10.0,1.0,1.4333333333333331
7,11.0,1.0,1.2333333333333334
8,12.0,1.0,1.0666666666666669
9,13.0,1.0,1.0333333333333334
