Index,Metric,Value
1,Recall@1,0.5
2,Recall@3,0.5
3,Recall@5,0.5
4,Recall@10,0.5
5,Mean Rank,11.5
6,Normalised Similarity,0.8928571428571428
7,Margin of Discrimination,0.11363636363636363
8,Average Confidence,0.6622073578595318
9,MRR,0.5227272727272727
