Index,Metric,Value
1,Recall@1,0.5
2,Recall@3,1.0
3,Recall@5,1.0
4,Recall@10,1.0
5,Mean Rank,1.5
6,Normalised Similarity,0.9444444444444444
7,Margin of Discrimination,0.04545454545454547
8,Average Confidence,0.9444444444444444
9,MRR,0.75
