Index,Metric,Value
1,Recall@1,0.5666666666666667
2,Recall@3,0.6666666666666666
3,Recall@5,0.6666666666666666
4,Recall@10,0.7
5,Mean Rank,19.533333333333335
6,Normalised Similarity,0.9448321123321123
7,Margin of Discrimination,0.06464105339105339
8,Average Confidence,0.8857751045251044
9,MRR,0.6275065429827802
