Index,Metric,Value
1,Recall@1,0.0
2,Recall@3,0.03333333333333333
3,Recall@5,0.03333333333333333
4,Recall@10,0.03333333333333333
5,Mean Rank,357.7
6,Normalised Similarity,0.6797390572390573
7,Margin of Discrimination,0.0
8,Average Confidence,0.5047955747955749
9,MRR,0.022076646525932712
