Index,Metric,Value
1,Recall@1,0.16666666666666666
2,Recall@3,0.36666666666666664
3,Recall@5,0.43333333333333335
4,Recall@10,0.4666666666666667
5,Mean Rank,37.1
6,Normalised Similarity,0.8929634254634256
7,Margin of Discrimination,0.013306878306878307
8,Average Confidence,0.7586830761830764
9,MRR,0.29100177025395557
