Index,Metric,Value
1,Recall@1,0.3333333333333333
2,Recall@3,0.4
3,Recall@5,0.5333333333333333
4,Recall@10,0.5666666666666667
5,Mean Rank,27.2
6,Normalised Similarity,0.9370988270988271
7,Margin of Discrimination,0.04019307081807081
8,Average Confidence,0.8365188977688979
9,MRR,0.4204245820123109
