Index,Metric,Value
1,Recall@1,0.5666666666666667
2,Recall@3,0.7
3,Recall@5,0.7666666666666667
4,Recall@10,0.8
5,Mean Rank,9.8
6,Normalised Similarity,0.9616827616827617
7,Margin of Discrimination,0.06965702507369172
8,Average Confidence,0.8864980389980389
9,MRR,0.6516427655854782
