Index,Metric,Value
1,Recall@1,0.16666666666666666
2,Recall@3,0.3333333333333333
3,Recall@5,0.5
4,Recall@10,0.5333333333333333
5,Mean Rank,25.466666666666665
6,Normalised Similarity,0.8877020202020203
7,Margin of Discrimination,0.015327681577681575
8,Average Confidence,0.7669474044474046
9,MRR,0.3039460501546583
