Index,Metric,Value
1,Recall@1,0.5333333333333333
2,Recall@3,0.6333333333333333
3,Recall@5,0.7
4,Recall@10,0.7333333333333333
5,Mean Rank,17.966666666666665
6,Normalised Similarity,0.9447065897065897
7,Margin of Discrimination,0.05842191758858425
8,Average Confidence,0.8757405557405558
9,MRR,0.6028275520243369
