Index,Metric,Value
1,Recall@1,0.43333333333333335
2,Recall@3,0.6
3,Recall@5,0.6
4,Recall@10,0.7
5,Mean Rank,15.3
6,Normalised Similarity,0.9429952076497709
7,Margin of Discrimination,0.06069863393662021
8,Average Confidence,0.7382450698969747
9,MRR,0.5456841705282465
