Index,Metric,Value
1,Recall@1,0.6666666666666666
2,Recall@3,0.8
3,Recall@5,0.8666666666666667
4,Recall@10,0.8666666666666667
5,Mean Rank,6.133333333333334
6,Normalised Similarity,0.971017316017316
7,Margin of Discrimination,0.08858285233285232
8,Average Confidence,0.9124876974876973
9,MRR,0.7512373624184471
