Index,Metric,Value
1,Recall@1,0.6
2,Recall@3,0.8666666666666667
3,Recall@5,0.9
4,Recall@10,0.9666666666666667
5,Mean Rank,2.3
6,Normalised Similarity,0.9851851851851852
7,Margin of Discrimination,0.08135498760498759
8,Average Confidence,0.9315277777777776
9,MRR,0.7461784511784512
