Index,Metric,Value
1,Recall@1,0.16666666666666666
2,Recall@3,0.3
3,Recall@5,0.4666666666666667
4,Recall@10,0.5666666666666667
5,Mean Rank,49.3
6,Normalised Similarity,0.8911216561216562
7,Margin of Discrimination,0.01382575757575758
8,Average Confidence,0.763334720834721
9,MRR,0.2903007725017327
